Pollutant,Site,Hour,NIsize,simTr,N,RMSE,MAE,MAPE,IA
PM10,Warsaw,1,45,0.025000,50,8.17316,6.24569,23.8654,0.916756
PM10,Warsaw,1,45,0.025000,60,8.25723,6.25793,23.7064,0.91456
PM10,Warsaw,1,45,0.025000,100,8.39942,6.3928,24.1829,0.912666
PM10,Warsaw,1,45,0.025000,120,8.5379,6.49051,24.4009,0.909224
PM10,Warsaw,1,45,0.025000,1,9.85202,7.3201,27.1456,0.885579
PM10,Warsaw,1,45,0.025000,5,9.21448,6.88888,25.8382,0.897781
PM10,Warsaw,1,45,0.025000,10,8.04884,6.04617,23.1427,0.917115
PM10,Warsaw,1,45,0.025000,15,8.06221,6.08955,23.3541,0.918899
PM10,Warsaw,1,45,0.025000,20,7.84908,5.89341,22.8244,0.918129
PM10,Warsaw,1,45,0.025000,25,8.07024,6.14711,23.4922,0.918651
PM10,Warsaw,1,45,0.025000,30,8.64966,6.58531,24.8367,0.906647
PM10,Warsaw,1,45,0.025000,35,8.31066,6.35523,24.2142,0.913779
PM10,Warsaw,1,45,0.025000,40,8.48028,6.42837,24.3549,0.910192
PM10,Warsaw,1,45,0.025000,50,8.45651,6.42168,24.3143,0.910584
PM10,Warsaw,1,45,0.025000,60,8.15918,6.20387,23.5165,0.917177
PM10,Warsaw,1,45,0.025000,100,8.22546,6.2327,23.6361,0.915606
PM10,Warsaw,1,45,0.025000,120,8.39358,6.366,24.1136,0.912189
PM10,Warsaw,1,50,0.010000,1,9.3158,6.90973,26.7325,0.887923
PM10,Warsaw,1,50,0.010000,5,8.37686,6.22527,24.0537,0.911097
PM10,Warsaw,1,50,0.010000,10,8.17298,6.18004,24.3489,0.918245
PM10,Warsaw,1,50,0.010000,15,7.84451,5.7952,23.0893,0.922948
PM10,Warsaw,1,50,0.010000,20,7.49164,5.55295,22.6401,0.926467
PM10,Warsaw,1,50,0.010000,25,7.83443,5.86197,23.2725,0.923175
PM10,Warsaw,1,50,0.010000,30,7.69937,5.74872,22.9049,0.924914
PM10,Warsaw,1,50,0.010000,35,7.95926,6.02433,23.7304,0.920249
PM10,Warsaw,1,50,0.010000,40,7.74073,5.81729,23.1928,0.923594
PM10,Warsaw,1,50,0.010000,50,7.78757,5.74606,22.9703,0.923201
PM10,Warsaw,1,50,0.010000,60,7.77563,5.81695,23.1427,0.924636
PM10,Warsaw,1,50,0.010000,100,7.67432,5.71508,22.8718,0.924905
PM10,Warsaw,1,50,0.010000,120,7.73392,5.77177,22.9457,0.923655
PM10,Warsaw,1,50,0.013000,1,9.05742,6.92265,26.5275,0.906675
PM10,Warsaw,1,50,0.013000,5,7.61015,5.56204,22.7862,0.924203
PM10,Warsaw,1,50,0.013000,10,7.96321,5.99844,23.5048,0.922265
PM10,Warsaw,1,50,0.013000,15,7.63143,5.70082,22.6055,0.924704
PM10,Warsaw,1,50,0.013000,20,7.68308,5.87225,23.3077,0.926726
PM10,Warsaw,1,50,0.013000,25,7.86501,5.9579,23.3338,0.921496
PM10,Warsaw,1,50,0.013000,30,7.82404,5.83859,23.219,0.92352
PM10,Warsaw,1,50,0.013000,35,7.91837,5.98445,23.5903,0.922529
PM10,Warsaw,1,50,0.013000,40,7.61963,5.73311,22.9012,0.926241
PM10,Warsaw,1,50,0.013000,50,7.74078,5.88683,23.2346,0.924912
PM10,Warsaw,1,50,0.013000,60,7.47001,5.59585,22.4767,0.928789
PM10,Warsaw,1,50,0.013000,100,7.65693,5.76272,22.8354,0.926213
PM10,Warsaw,1,50,0.013000,120,7.63798,5.78134,22.8447,0.926241
PM10,Warsaw,1,50,0.014000,1,9.19992,6.97555,26.7053,0.903961
PM10,Warsaw,1,50,0.014000,5,7.71688,5.97133,23.5947,0.925296
PM10,Warsaw,1,50,0.014000,10,7.6591,5.75807,22.9633,0.925521
PM10,Warsaw,1,50,0.014000,15,7.89712,5.97221,23.3573,0.920298
PM10,Warsaw,1,50,0.014000,20,7.86857,5.95113,23.3746,0.925548
PM10,Warsaw,1,50,0.014000,25,7.82666,5.97824,23.4919,0.922996
PM10,Warsaw,1,50,0.014000,30,7.497,5.60425,22.441,0.928324
PM10,Warsaw,1,50,0.014000,35,7.79015,5.9082,23.228,0.923586
PM10,Warsaw,1,50,0.014000,40,7.66934,5.85188,23.011,0.927025
PM10,Warsaw,1,50,0.014000,50,7.61696,5.67764,22.5219,0.925195
PM10,Warsaw,1,50,0.014000,60,7.54533,5.68221,22.6639,0.928458
PM10,Warsaw,1,50,0.014000,100,7.79096,5.87442,23.1656,0.924043
PM10,Warsaw,1,50,0.014000,120,7.59994,5.76947,22.8553,0.927683
PM10,Warsaw,1,50,0.015000,1,9.12545,6.94193,26.6685,0.905588
PM10,Warsaw,1,50,0.015000,5,7.58519,5.68396,22.9636,0.928981
PM10,Warsaw,1,50,0.015000,10,7.99557,6.06519,23.7497,0.920106
PM10,Warsaw,1,50,0.015000,15,7.8287,5.89606,23.2032,0.924632
PM10,Warsaw,1,50,0.015000,20,7.83404,5.98095,23.2322,0.923132
PM10,Warsaw,1,50,0.015000,25,8.1362,6.15134,24.0822,0.918755
PM10,Warsaw,1,50,0.015000,30,7.4355,5.5607,22.0489,0.929118
PM10,Warsaw,1,50,0.015000,35,7.63401,5.73474,22.8082,0.92771
PM10,Warsaw,1,50,0.015000,40,7.93266,6.03007,23.5277,0.921516
PM10,Warsaw,1,50,0.015000,50,7.67813,5.81772,22.9593,0.92646
PM10,Warsaw,1,50,0.015000,60,7.51929,5.66759,22.5526,0.92915
PM10,Warsaw,1,50,0.015000,100,7.62844,5.76763,22.7158,0.926921
PM10,Warsaw,1,50,0.015000,120,7.68001,5.80974,22.9829,0.925796
PM10,Warsaw,1,50,0.016000,1,9.45208,7.09584,27.0959,0.901031
