52.9,51.0,35.6,15.0,11.8,1.3,32.4
51.0,35.6,32.4,16.0,12.6,1.3,10.2
35.6,32.4,10.2,17.0,9.5,2.7,22.6
32.4,10.2,22.6,18.0,7.8,1.0,27.1
10.2,22.6,27.1,19.0,8.0,2.0,34.7
22.6,27.1,34.7,20.0,9.9,1.3,48.2
27.1,34.7,48.2,21.0,11.5,1.7,78.5
34.7,48.2,78.5,22.0,11.4,1.0,31.3
48.2,78.5,31.3,23.0,8.6,2.0,25.1
78.5,31.3,25.1,24.0,8.9,1.0,27.6
31.3,25.1,27.6,25.0,7.7,1.0,37.7
25.1,27.6,37.7,26.0,7.2,2.0,43.4
27.6,37.7,43.4,27.0,7.2,1.7,63.9
37.7,43.4,63.9,28.0,9.1,1.0,39.5
43.4,63.9,39.5,29.0,12.3,2.7,31.4
63.9,39.5,31.4,30.0,16.1,3.7,40.2
39.5,31.4,40.2,31.0,8.1,1.3,25.4
31.4,40.2,25.4,1.0,11.3,1.0,34.1
40.2,25.4,34.1,2.0,9.7,0.3,22.0
25.4,34.1,22.0,3.0,7.5,3.3,33.3
34.1,22.0,33.3,4.0,9.0,2.0,35.0
22.0,33.3,35.0,5.0,10.4,1.7,13.9
33.3,35.0,13.9,6.0,9.2,3.3,21.6
35.0,13.9,21.6,7.0,5.6,4.0,51.8
13.9,21.6,51.8,8.0,6.9,2.0,35.8
21.6,51.8,35.8,9.0,9.7,1.3,34.3
51.8,35.8,34.3,10.0,9.9,2.0,35.0
35.8,34.3,35.0,11.0,8.7,2.7,62.8
34.3,35.0,62.8,12.0,8.3,1.0,82.2
35.0,62.8,82.2,13.0,8.2,1.7,40.2
62.8,82.2,40.2,14.0,4.3,2.0,24.3
82.2,40.2,24.3,15.0,7.7,2.0,13.9
40.2,24.3,13.9,16.0,9.7,2.0,15.0
24.3,13.9,15.0,17.0,5.3,3.3,32.1
13.9,15.0,32.1,18.0,0.9,2.3,16.7
15.0,32.1,16.7,19.0,3.1,3.3,9.3
32.1,16.7,9.3,20.0,6.3,4.3,16.1
16.7,9.3,16.1,21.0,3.2,3.0,17.8
9.3,16.1,17.8,22.0,0.6,2.0,10.7
16.1,17.8,10.7,23.0,0.1,3.0,23.8
17.8,10.7,23.8,24.0,0.1,2.7,32.1
10.7,23.8,32.1,25.0,-0.4,2.0,21.9
23.8,32.1,21.9,26.0,0.7,2.7,23.6
32.1,21.9,23.6,27.0,4.0,3.0,26.1
21.9,23.6,26.1,28.0,3.6,2.7,27.1
23.6,26.1,27.1,29.0,1.4,3.0,21.4
26.1,27.1,21.4,30.0,5.6,3.0,21.5
27.1,21.4,21.5,1.0,8.5,2.7,22.2
21.4,21.5,22.2,2.0,7.4,3.3,43.0
21.5,22.2,43.0,3.0,3.1,1.3,39.4
22.2,43.0,39.4,4.0,3.7,1.7,28.9
43.0,39.4,28.9,5.0,5.0,0.7,37.9
39.4,28.9,37.9,6.0,5.7,1.7,43.6
28.9,37.9,43.6,7.0,4.7,1.0,28.3
37.9,43.6,28.3,8.0,2.2,2.0,48.5
43.6,28.3,48.5,9.0,2.2,2.0,52.0
28.3,48.5,52.0,10.0,0.9,1.3,35.2
48.5,52.0,35.2,11.0,3.3,2.0,49.3
52.0,35.2,49.3,12.0,2.6,2.0,29.6
35.2,49.3,29.6,13.0,2.2,2.0,21.3
49.3,29.6,21.3,14.0,0.2,3.3,20.8
29.6,21.3,20.8,15.0,-0.5,4.0,37.3
21.3,20.8,37.3,16.0,1.6,2.3,33.1
20.8,37.3,33.1,17.0,3.1,2.7,24.7
37.3,33.1,24.7,18.0,3.1,1.3,27.8
33.1,24.7,27.8,19.0,1.6,1.0,21.1
24.7,27.8,21.1,20.0,2.4,1.7,14.8
27.8,21.1,14.8,21.0,4.0,2.7,16.8
21.1,14.8,16.8,22.0,5.1,2.7,9.2
14.8,16.8,9.2,23.0,2.6,3.7,31.6
16.8,9.2,31.6,24.0,-1.3,2.3,15.6
9.2,31.6,15.6,25.0,-1.1,1.0,14.8
31.6,15.6,14.8,26.0,-1.0,2.0,29.4
15.6,14.8,29.4,27.0,-1.6,2.0,37.6
14.8,29.4,37.6,28.0,-1.8,1.7,67.3
29.4,37.6,67.3,29.0,-1.8,1.0,120.9
37.6,67.3,120.9,30.0,-3.0,1.0,120.5
